Date,City,Crime,Crime Group,Violence Rating,Year
2018-08-22,Chicago,THEFT,Theft,1,2018
2018-08-23,Chicago,WEAPONS VIOLATION,Weapons,5,2018
2018-08-24,Chicago,THEFT,Theft,1,2018
2018-08-25,Chicago,INTERFERENCE WITH PUBLIC OFFICER,Public Order,2,2018
2018-08-26,Chicago,ASSAULT,Assault,6,2018
2018-08-27,Chicago,OTHER OFFENSE,Other,0,2018
2018-08-28,Chicago,THEFT,Theft,1,2018
2018-08-29,Chicago,THEFT,Theft,1,2018
2018-08-30,Chicago,BURGLARY,Burglary,4,2018
2018-08-31,Chicago,WEAPONS VIOLATION,Weapons,5,2018
2018-09-01,Chicago,OTHER OFFENSE,Other,0,2018
2018-09-02,Chicago,BURGLARY,Burglary,4,2018
2018-09-03,Chicago,ASSAULT,Assault,6,2018
2018-09-04,Chicago,ASSAULT,Assault,6,2018
2018-09-05,Chicago,DECEPTIVE PRACTICE,Fraud,1,2018
2018-09-06,Chicago,OTHER OFFENSE,Other,0,2018
2018-09-07,Chicago,NARCOTICS,Drug Offense,2,2018
2018-09-08,Chicago,THEFT,Theft,1,2018
2018-09-09,Chicago,ASSAULT,Assault,6,2018
2018-09-10,Chicago,THEFT,Theft,1,2018
2018-09-11,Chicago,PUBLIC PEACE VIOLATION,Public Order,2,2018
2018-09-12,Chicago,ASSAULT,Assault,6,2018
2018-09-13,Chicago,BATTERY,Battery,6,2018
2018-09-14,Chicago,NARCOTICS,Drug Offense,2,2018
2018-09-15,Chicago,BATTERY,Battery,6,2018
2018-09-16,Chicago,THEFT,Theft,1,2018
2018-09-17,Chicago,BATTERY,Battery,6,2018
2018-09-18,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-09-19,Chicago,ASSAULT,Assault,6,2018
2018-09-20,Chicago,OTHER OFFENSE,Other,0,2018
2018-09-21,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-09-22,Chicago,ROBBERY,Robbery,8,2018
2018-09-23,Chicago,NARCOTICS,Drug Offense,2,2018
2018-09-24,Chicago,THEFT,Theft,1,2018
2018-09-25,Chicago,THEFT,Theft,1,2018
2018-09-26,Chicago,THEFT,Theft,1,2018
2018-09-27,Chicago,THEFT,Theft,1,2018
2018-09-28,Chicago,BURGLARY,Burglary,4,2018
2018-09-29,Chicago,THEFT,Theft,1,2018
2018-09-30,Chicago,BATTERY,Battery,6,2018
2018-10-01,Chicago,BATTERY,Battery,6,2018
2018-10-02,Chicago,BATTERY,Battery,6,2018
2018-10-03,Chicago,BATTERY,Battery,6,2018
2018-10-04,Chicago,ASSAULT,Assault,6,2018
2018-10-05,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-10-06,Chicago,THEFT,Theft,1,2018
2018-10-07,Chicago,BATTERY,Battery,6,2018
2018-10-08,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-10-09,Chicago,BURGLARY,Burglary,4,2018
2018-10-10,Chicago,THEFT,Theft,1,2018
2018-10-11,Chicago,THEFT,Theft,1,2018
2018-10-12,Chicago,BURGLARY,Burglary,4,2018
2018-10-13,Chicago,CRIMINAL TRESPASS,Trespassing,3,2018
2018-10-14,Chicago,BATTERY,Battery,6,2018
2018-10-15,Chicago,THEFT,Theft,1,2018
2018-10-16,Chicago,DECEPTIVE PRACTICE,Fraud,1,2018
2018-10-17,Chicago,BATTERY,Battery,6,2018
2018-10-18,Chicago,BURGLARY,Burglary,4,2018
2018-10-19,Chicago,DECEPTIVE PRACTICE,Fraud,1,2018
2018-10-20,Chicago,BATTERY,Battery,6,2018
2018-10-21,Chicago,MOTOR VEHICLE THEFT,Theft,1,2018
2018-10-22,Chicago,BATTERY,Battery,6,2018
2018-10-23,Chicago,DECEPTIVE PRACTICE,Fraud,1,2018
2018-10-24,Chicago,BATTERY,Battery,6,2018
2018-10-25,Chicago,THEFT,Theft,1,2018
2018-10-26,Chicago,MOTOR VEHICLE THEFT,Theft,1,2018
2018-10-27,Chicago,THEFT,Theft,1,2018
2018-10-28,Chicago,WEAPONS VIOLATION,Weapons,5,2018
2018-10-29,Chicago,THEFT,Theft,1,2018
2018-10-30,Chicago,THEFT,Theft,1,2018
2018-10-31,Chicago,BATTERY,Battery,6,2018
2018-11-01,Chicago,CRIMINAL TRESPASS,Trespassing,3,2018
2018-11-02,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-11-03,Chicago,BATTERY,Battery,6,2018
2018-11-04,Chicago,THEFT,Theft,1,2018
2018-11-05,Chicago,MOTOR VEHICLE THEFT,Theft,1,2018
2018-11-06,Chicago,THEFT,Theft,1,2018
2018-11-07,Chicago,MOTOR VEHICLE THEFT,Theft,1,2018
2018-11-08,Chicago,CRIMINAL TRESPASS,Trespassing,3,2018
2018-11-09,Chicago,NARCOTICS,Drug Offense,2,2018
2018-11-10,Chicago,BATTERY,Battery,6,2018
2018-11-11,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-11-12,Chicago,THEFT,Theft,1,2018
2018-11-13,Chicago,ROBBERY,Robbery,8,2018
2018-11-14,Chicago,THEFT,Theft,1,2018
2018-11-15,Chicago,NARCOTICS,Drug Offense,2,2018
2018-11-16,Chicago,BATTERY,Battery,6,2018
2018-11-17,Chicago,BATTERY,Battery,6,2018
2018-11-18,Chicago,THEFT,Theft,1,2018
2018-11-19,Chicago,ROBBERY,Robbery,8,2018
2018-11-20,Chicago,BATTERY,Battery,6,2018
2018-11-21,Chicago,MOTOR VEHICLE THEFT,Theft,1,2018
2018-11-22,Chicago,BURGLARY,Burglary,4,2018
2018-11-23,Chicago,NARCOTICS,Drug Offense,2,2018
2018-11-24,Chicago,THEFT,Theft,1,2018
2018-11-25,Chicago,ASSAULT,Assault,6,2018
2018-11-26,Chicago,DECEPTIVE PRACTICE,Fraud,1,2018
2018-11-27,Chicago,THEFT,Theft,1,2018
2018-11-28,Chicago,BATTERY,Battery,6,2018
2018-11-29,Chicago,BATTERY,Battery,6,2018
2018-11-30,Chicago,DECEPTIVE PRACTICE,Fraud,1,2018
2018-12-01,Chicago,ASSAULT,Assault,6,2018
2018-12-02,Chicago,HOMICIDE,Homicide,10,2018
2018-12-03,Chicago,DECEPTIVE PRACTICE,Fraud,1,2018
2018-12-04,Chicago,SEX OFFENSE,Sexual Misconduct,7,2018
2018-12-05,Chicago,BATTERY,Battery,6,2018
2018-12-06,Chicago,THEFT,Theft,1,2018
2018-12-07,Chicago,BATTERY,Battery,6,2018
2018-12-08,Chicago,ASSAULT,Assault,6,2018
2018-12-09,Chicago,ASSAULT,Assault,6,2018
2018-12-10,Chicago,THEFT,Theft,1,2018
2018-12-11,Chicago,BATTERY,Battery,6,2018
2018-12-12,Chicago,BATTERY,Battery,6,2018
2018-12-13,Chicago,THEFT,Theft,1,2018
2018-12-14,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-12-15,Chicago,ASSAULT,Assault,6,2018
2018-12-16,Chicago,THEFT,Theft,1,2018
2018-12-17,Chicago,THEFT,Theft,1,2018
2018-12-18,Chicago,THEFT,Theft,1,2018
2018-12-19,Chicago,WEAPONS VIOLATION,Weapons,5,2018
2018-12-20,Chicago,THEFT,Theft,1,2018
2018-12-21,Chicago,BATTERY,Battery,6,2018
2018-12-22,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-12-23,Chicago,BATTERY,Battery,6,2018
2018-12-24,Chicago,THEFT,Theft,1,2018
2018-12-25,Chicago,THEFT,Theft,1,2018
2018-12-26,Chicago,BATTERY,Battery,6,2018
2018-12-27,Chicago,CRIMINAL DAMAGE,Vandalism,2,2018
2018-12-28,Chicago,ROBBERY,Robbery,8,2018
2018-12-29,Chicago,THEFT,Theft,1,2018
2018-12-30,Chicago,BATTERY,Battery,6,2018
2018-12-31,Chicago,THEFT,Theft,1,2018
2019-01-01,Chicago,CRIMINAL SEXUAL ASSAULT,Assault,6,2019
2019-01-02,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-01-03,Chicago,BURGLARY,Burglary,4,2019
2019-01-04,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-01-05,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-01-06,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-01-07,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-01-08,Chicago,BURGLARY,Burglary,4,2019
2019-01-09,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-01-10,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-01-11,Chicago,THEFT,Theft,1,2019
2019-01-12,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-01-13,Chicago,PROSTITUTION,Sexual Misconduct,7,2019
2019-01-14,Chicago,ASSAULT,Assault,6,2019
2019-01-15,Chicago,BATTERY,Battery,6,2019
2019-01-16,Chicago,ROBBERY,Robbery,8,2019
2019-01-17,Chicago,BATTERY,Battery,6,2019
2019-01-18,Chicago,ASSAULT,Assault,6,2019
2019-01-19,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-01-20,Chicago,ROBBERY,Robbery,8,2019
2019-01-21,Chicago,ASSAULT,Assault,6,2019
2019-01-22,Chicago,ASSAULT,Assault,6,2019
2019-01-23,Chicago,ASSAULT,Assault,6,2019
2019-01-24,Chicago,THEFT,Theft,1,2019
2019-01-25,Chicago,ASSAULT,Assault,6,2019
2019-01-26,Chicago,BATTERY,Battery,6,2019
2019-01-27,Chicago,NARCOTICS,Drug Offense,2,2019
2019-01-28,Chicago,BATTERY,Battery,6,2019
2019-01-29,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-01-30,Chicago,OTHER OFFENSE,Other,0,2019
2019-01-31,Chicago,THEFT,Theft,1,2019
2019-02-01,Chicago,SEX OFFENSE,Sexual Misconduct,7,2019
2019-02-02,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-02-03,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-02-04,Chicago,BATTERY,Battery,6,2019
2019-02-05,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-02-06,Chicago,ROBBERY,Robbery,8,2019
2019-02-07,Chicago,NARCOTICS,Drug Offense,2,2019
2019-02-08,Chicago,THEFT,Theft,1,2019
2019-02-09,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-02-10,Chicago,THEFT,Theft,1,2019
2019-02-11,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-02-12,Chicago,STALKING,Theft,1,2019
2019-02-13,Chicago,BATTERY,Battery,6,2019
2019-02-14,Chicago,OTHER OFFENSE,Other,0,2019
2019-02-15,Chicago,THEFT,Theft,1,2019
2019-02-16,Chicago,BATTERY,Battery,6,2019
2019-02-17,Chicago,BATTERY,Battery,6,2019
2019-02-18,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-02-19,Chicago,BATTERY,Battery,6,2019
2019-02-20,Chicago,ROBBERY,Robbery,8,2019
2019-02-21,Chicago,THEFT,Theft,1,2019
2019-02-22,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-02-23,Chicago,ROBBERY,Robbery,8,2019
2019-02-24,Chicago,ASSAULT,Assault,6,2019
2019-02-25,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-02-26,Chicago,PUBLIC PEACE VIOLATION,Public Order,2,2019
2019-02-27,Chicago,NARCOTICS,Drug Offense,2,2019
2019-02-28,Chicago,ASSAULT,Assault,6,2019
2019-03-01,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-03-02,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-03-03,Chicago,THEFT,Theft,1,2019
2019-03-04,Chicago,ASSAULT,Assault,6,2019
2019-03-05,Chicago,BATTERY,Battery,6,2019
2019-03-06,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-03-07,Chicago,THEFT,Theft,1,2019
2019-03-08,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-03-09,Chicago,PROSTITUTION,Sexual Misconduct,7,2019
2019-03-10,Chicago,BATTERY,Battery,6,2019
2019-03-11,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-03-12,Chicago,BATTERY,Battery,6,2019
2019-03-13,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-03-14,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-03-15,Chicago,NARCOTICS,Drug Offense,2,2019
2019-03-16,Chicago,BATTERY,Battery,6,2019
2019-03-17,Chicago,OTHER OFFENSE,Other,0,2019
2019-03-18,Chicago,BATTERY,Battery,6,2019
2019-03-19,Chicago,ASSAULT,Assault,6,2019
2019-03-20,Chicago,THEFT,Theft,1,2019
2019-03-21,Chicago,BATTERY,Battery,6,2019
2019-03-22,Chicago,THEFT,Theft,1,2019
2019-03-23,Chicago,THEFT,Theft,1,2019
2019-03-24,Chicago,THEFT,Theft,1,2019
2019-03-25,Chicago,THEFT,Theft,1,2019
2019-03-26,Chicago,BATTERY,Battery,6,2019
2019-03-27,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-03-28,Chicago,ASSAULT,Assault,6,2019
2019-03-29,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-03-30,Chicago,BATTERY,Battery,6,2019
2019-03-31,Chicago,BATTERY,Battery,6,2019
2019-04-01,Chicago,ASSAULT,Assault,6,2019
2019-04-02,Chicago,BATTERY,Battery,6,2019
2019-04-03,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-04-04,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-04-05,Chicago,THEFT,Theft,1,2019
2019-04-06,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-04-07,Chicago,BATTERY,Battery,6,2019
2019-04-08,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-04-09,Chicago,OTHER OFFENSE,Other,0,2019
2019-04-10,Chicago,OTHER OFFENSE,Other,0,2019
2019-04-11,Chicago,BATTERY,Battery,6,2019
2019-04-12,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-04-13,Chicago,THEFT,Theft,1,2019
2019-04-14,Chicago,THEFT,Theft,1,2019
2019-04-15,Chicago,BATTERY,Battery,6,2019
2019-04-16,Chicago,BATTERY,Battery,6,2019
2019-04-17,Chicago,NARCOTICS,Drug Offense,2,2019
2019-04-18,Chicago,THEFT,Theft,1,2019
2019-04-19,Chicago,THEFT,Theft,1,2019
2019-04-20,Chicago,BATTERY,Battery,6,2019
2019-04-21,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-04-22,Chicago,THEFT,Theft,1,2019
2019-04-23,Chicago,ROBBERY,Robbery,8,2019
2019-04-24,Chicago,BATTERY,Battery,6,2019
2019-04-25,Chicago,OTHER OFFENSE,Other,0,2019
2019-04-26,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-04-27,Chicago,BATTERY,Battery,6,2019
2019-04-28,Chicago,ASSAULT,Assault,6,2019
2019-04-29,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-04-30,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-05-01,Chicago,OTHER OFFENSE,Other,0,2019
2019-05-02,Chicago,BATTERY,Battery,6,2019
2019-05-03,Chicago,BURGLARY,Burglary,4,2019
2019-05-04,Chicago,ASSAULT,Assault,6,2019
2019-05-05,Chicago,BATTERY,Battery,6,2019
2019-05-06,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-05-07,Chicago,THEFT,Theft,1,2019
2019-05-08,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-05-09,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-05-10,Chicago,BURGLARY,Burglary,4,2019
2019-05-11,Chicago,BURGLARY,Burglary,4,2019
2019-05-12,Chicago,THEFT,Theft,1,2019
2019-05-13,Chicago,OTHER OFFENSE,Other,0,2019
2019-05-14,Chicago,CRIM SEXUAL ASSAULT,Sexual Assault,9,2019
2019-05-15,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-05-16,Chicago,BURGLARY,Burglary,4,2019
2019-05-17,Chicago,THEFT,Theft,1,2019
2019-05-18,Chicago,THEFT,Theft,1,2019
2019-05-19,Chicago,BATTERY,Battery,6,2019
2019-05-20,Chicago,THEFT,Theft,1,2019
2019-05-21,Chicago,THEFT,Theft,1,2019
2019-05-22,Chicago,THEFT,Theft,1,2019
2019-05-23,Chicago,NARCOTICS,Drug Offense,2,2019
2019-05-24,Chicago,THEFT,Theft,1,2019
2019-05-25,Chicago,THEFT,Theft,1,2019
2019-05-26,Chicago,BURGLARY,Burglary,4,2019
2019-05-27,Chicago,ROBBERY,Robbery,8,2019
2019-05-28,Chicago,ASSAULT,Assault,6,2019
2019-05-29,Chicago,THEFT,Theft,1,2019
2019-05-30,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-05-31,Chicago,BATTERY,Battery,6,2019
2019-06-01,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-06-02,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2019
2019-06-03,Chicago,THEFT,Theft,1,2019
2019-06-04,Chicago,OTHER OFFENSE,Other,0,2019
2019-06-05,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-06-06,Chicago,BURGLARY,Burglary,4,2019
2019-06-07,Chicago,BATTERY,Battery,6,2019
2019-06-08,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-06-09,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-06-10,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-06-11,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-06-12,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-06-13,Chicago,THEFT,Theft,1,2019
2019-06-14,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-06-15,Chicago,BATTERY,Battery,6,2019
2019-06-16,Chicago,OTHER OFFENSE,Other,0,2019
2019-06-17,Chicago,OTHER OFFENSE,Other,0,2019
2019-06-18,Chicago,OTHER OFFENSE,Other,0,2019
2019-06-19,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-06-20,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-06-21,Chicago,THEFT,Theft,1,2019
2019-06-22,Chicago,BATTERY,Battery,6,2019
2019-06-23,Chicago,THEFT,Theft,1,2019
2019-06-24,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-06-25,Chicago,OTHER OFFENSE,Other,0,2019
2019-06-26,Chicago,THEFT,Theft,1,2019
2019-06-27,Chicago,ASSAULT,Assault,6,2019
2019-06-28,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-06-29,Chicago,THEFT,Theft,1,2019
2019-06-30,Chicago,NARCOTICS,Drug Offense,2,2019
2019-07-01,Chicago,BATTERY,Battery,6,2019
2019-07-02,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-07-03,Chicago,BATTERY,Battery,6,2019
2019-07-04,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-07-05,Chicago,ASSAULT,Assault,6,2019
2019-07-06,Chicago,INTERFERENCE WITH PUBLIC OFFICER,Public Order,2,2019
2019-07-07,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-07-08,Chicago,THEFT,Theft,1,2019
2019-07-09,Chicago,ROBBERY,Robbery,8,2019
2019-07-10,Chicago,BATTERY,Battery,6,2019
2019-07-11,Chicago,ASSAULT,Assault,6,2019
2019-07-12,Chicago,BATTERY,Battery,6,2019
2019-07-13,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-07-14,Chicago,BATTERY,Battery,6,2019
2019-07-15,Chicago,BATTERY,Battery,6,2019
2019-07-16,Chicago,THEFT,Theft,1,2019
2019-07-17,Chicago,NARCOTICS,Drug Offense,2,2019
2019-07-18,Chicago,NARCOTICS,Drug Offense,2,2019
2019-07-19,Chicago,THEFT,Theft,1,2019
2019-07-20,Chicago,BATTERY,Battery,6,2019
2019-07-21,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-07-22,Chicago,NARCOTICS,Drug Offense,2,2019
2019-07-23,Chicago,BATTERY,Battery,6,2019
2019-07-24,Chicago,ASSAULT,Assault,6,2019
2019-07-25,Chicago,BATTERY,Battery,6,2019
2019-07-26,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2019
2019-07-27,Chicago,ASSAULT,Assault,6,2019
2019-07-28,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-07-29,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-07-30,Chicago,ASSAULT,Assault,6,2019
2019-07-31,Chicago,BATTERY,Battery,6,2019
2019-08-01,Chicago,ASSAULT,Assault,6,2019
2019-08-02,Chicago,NARCOTICS,Drug Offense,2,2019
2019-08-03,Chicago,THEFT,Theft,1,2019
2019-08-04,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-08-05,Chicago,THEFT,Theft,1,2019
2019-08-06,Chicago,THEFT,Theft,1,2019
2019-08-07,Chicago,ROBBERY,Robbery,8,2019
2019-08-08,Chicago,THEFT,Theft,1,2019
2019-08-09,Chicago,STALKING,Theft,1,2019
2019-08-10,Chicago,BATTERY,Battery,6,2019
2019-08-11,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-08-12,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2019
2019-08-13,Chicago,ROBBERY,Robbery,8,2019
2019-08-14,Chicago,BATTERY,Battery,6,2019
2019-08-15,Chicago,THEFT,Theft,1,2019
2019-08-16,Chicago,THEFT,Theft,1,2019
2019-08-17,Chicago,BATTERY,Battery,6,2019
2019-08-18,Chicago,NARCOTICS,Drug Offense,2,2019
2019-08-19,Chicago,BATTERY,Battery,6,2019
2019-08-20,Chicago,THEFT,Theft,1,2019
2019-08-21,Chicago,THEFT,Theft,1,2019
2019-08-22,Chicago,BATTERY,Battery,6,2019
2019-08-23,Chicago,BATTERY,Battery,6,2019
2019-08-24,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-08-25,Chicago,OTHER OFFENSE,Other,0,2019
2019-08-26,Chicago,WEAPONS VIOLATION,Weapons,5,2019
2019-08-27,Chicago,BURGLARY,Burglary,4,2019
2019-08-28,Chicago,THEFT,Theft,1,2019
2019-08-29,Chicago,OTHER OFFENSE,Other,0,2019
2019-08-30,Chicago,OTHER OFFENSE,Other,0,2019
2019-08-31,Chicago,BATTERY,Battery,6,2019
2019-09-01,Chicago,THEFT,Theft,1,2019
2019-09-02,Chicago,OTHER OFFENSE,Other,0,2019
2019-09-03,Chicago,NARCOTICS,Drug Offense,2,2019
2019-09-04,Chicago,NARCOTICS,Drug Offense,2,2019
2019-09-05,Chicago,THEFT,Theft,1,2019
2019-09-06,Chicago,OTHER OFFENSE,Other,0,2019
2019-09-07,Chicago,THEFT,Theft,1,2019
2019-09-08,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-09-09,Chicago,THEFT,Theft,1,2019
2019-09-10,Chicago,ASSAULT,Assault,6,2019
2019-09-11,Chicago,INTERFERENCE WITH PUBLIC OFFICER,Public Order,2,2019
2019-09-12,Chicago,OTHER OFFENSE,Other,0,2019
2019-09-13,Chicago,NARCOTICS,Drug Offense,2,2019
2019-09-14,Chicago,OTHER OFFENSE,Other,0,2019
2019-09-15,Chicago,MOTOR VEHICLE THEFT,Theft,1,2019
2019-09-16,Chicago,BATTERY,Battery,6,2019
2019-09-17,Chicago,NARCOTICS,Drug Offense,2,2019
2019-09-18,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-09-19,Chicago,ASSAULT,Assault,6,2019
2019-09-20,Chicago,ROBBERY,Robbery,8,2019
2019-09-21,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2019
2019-09-22,Chicago,OFFENSE INVOLVING CHILDREN,Drug Offense,2,2019
2019-09-23,Chicago,CRIM SEXUAL ASSAULT,Sexual Assault,9,2019
2019-09-24,Chicago,OTHER OFFENSE,Other,0,2019
2019-09-25,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-09-26,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-09-27,Chicago,THEFT,Theft,1,2019
2019-09-28,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-09-29,Chicago,OTHER OFFENSE,Other,0,2019
2019-09-30,Chicago,ASSAULT,Assault,6,2019
2019-10-01,Chicago,THEFT,Theft,1,2019
2019-10-02,Chicago,BATTERY,Battery,6,2019
2019-10-03,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-10-04,Chicago,THEFT,Theft,1,2019
2019-10-05,Chicago,THEFT,Theft,1,2019
2019-10-06,Chicago,THEFT,Theft,1,2019
2019-10-07,Chicago,OTHER OFFENSE,Other,0,2019
2019-10-08,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-10-09,Chicago,BATTERY,Battery,6,2019
2019-10-10,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-10-11,Chicago,BATTERY,Battery,6,2019
2019-10-12,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-10-13,Chicago,THEFT,Theft,1,2019
2019-10-14,Chicago,THEFT,Theft,1,2019
2019-10-15,Chicago,ROBBERY,Robbery,8,2019
2019-10-16,Chicago,THEFT,Theft,1,2019
2019-10-17,Chicago,ASSAULT,Assault,6,2019
2019-10-18,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-10-19,Chicago,CRIMINAL TRESPASS,Trespassing,3,2019
2019-10-20,Chicago,THEFT,Theft,1,2019
2019-10-21,Chicago,BURGLARY,Burglary,4,2019
2019-10-22,Chicago,BATTERY,Battery,6,2019
2019-10-23,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-10-24,Chicago,DECEPTIVE PRACTICE,Fraud,1,2019
2019-10-25,Chicago,BATTERY,Battery,6,2019
2019-10-26,Chicago,NARCOTICS,Drug Offense,2,2019
2019-10-27,Chicago,ROBBERY,Robbery,8,2019
2019-10-28,Chicago,OTHER OFFENSE,Other,0,2019
2019-10-29,Chicago,OTHER OFFENSE,Other,0,2019
2019-10-30,Chicago,THEFT,Theft,1,2019
2019-10-31,Chicago,ASSAULT,Assault,6,2019
2019-11-01,Chicago,THEFT,Theft,1,2019
2019-11-02,Chicago,BATTERY,Battery,6,2019
2019-11-03,Chicago,ASSAULT,Assault,6,2019
2019-11-04,Chicago,BATTERY,Battery,6,2019
2019-11-05,Chicago,OTHER OFFENSE,Other,0,2019
2019-11-06,Chicago,THEFT,Theft,1,2019
2019-11-07,Chicago,BATTERY,Battery,6,2019
2019-11-08,Chicago,BATTERY,Battery,6,2019
2019-11-09,Chicago,BATTERY,Battery,6,2019
2019-11-10,Chicago,BATTERY,Battery,6,2019
2019-11-11,Chicago,BATTERY,Battery,6,2019
2019-11-12,Chicago,THEFT,Theft,1,2019
2019-11-13,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-11-14,Chicago,THEFT,Theft,1,2019
2019-11-15,Chicago,BATTERY,Battery,6,2019
2019-11-16,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-11-17,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-11-18,Chicago,OTHER OFFENSE,Other,0,2019
2019-11-19,Chicago,BATTERY,Battery,6,2019
2019-11-20,Chicago,THEFT,Theft,1,2019
2019-11-21,Chicago,INTERFERENCE WITH PUBLIC OFFICER,Public Order,2,2019
2019-11-22,Chicago,CRIMINAL DAMAGE,Vandalism,2,2019
2019-11-23,Chicago,BATTERY,Battery,6,2019
