Date,City,Crime,Crime Group,Violence Rating,Year
2020-09-09,Detroit,OBSTRUCTING POLICE,Public Order,2,2020
2020-09-10,Detroit,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),Homicide,10,2020
2020-09-11,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-09-12,Detroit,INTIMIDATION / STALKING,Assault,6,2020
2020-09-13,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-09-14,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-09-15,Detroit,LARCENY - OTHER,Theft,1,2020
2020-09-16,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-09-17,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-09-18,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-09-19,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-09-20,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-09-21,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-09-22,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-09-23,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-09-24,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-09-25,Detroit,FRAUD - IDENTITY THEFT,Theft,1,2020
2020-09-26,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-09-27,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-09-28,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-09-29,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-09-30,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-10-01,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-10-02,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-10-03,Detroit,FRAUD - IDENTITY THEFT,Theft,1,2020
2020-10-04,Detroit,BURGLARY - ENTRY WITHOUT FORCE (INTENT TO COMMIT),Burglary,4,2020
2020-10-05,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-10-06,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-10-07,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-10-08,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2020
2020-10-09,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-10-10,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-10-11,Detroit,FRAUD - IMPERSONATION,Fraud,1,2020
2020-10-12,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-10-13,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-10-14,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-10-15,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-10-16,Detroit,ROBBERY,Robbery,8,2020
2020-10-17,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-10-18,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-10-19,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-10-20,Detroit,COMMERCIALIZED SEX - PROSTITUTION,Sexual Misconduct,7,2020
2020-10-21,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-10-22,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-10-23,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-10-24,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-10-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-10-26,Detroit,ARSON,Vandalism,2,2020
2020-10-27,Detroit,LARCENY - OTHER,Theft,1,2020
2020-10-28,Detroit,FORGERY / COUNTERFEITING,Fraud,1,2020
2020-10-29,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-10-30,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-10-31,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-11-01,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-11-02,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-11-03,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-11-04,Detroit,ROBBERY,Robbery,8,2020
2020-11-05,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-11-06,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-11-07,Detroit,"ACCIDENT, HIT & RUN",Weapons,5,2020
2020-11-08,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-11-09,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-11-10,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-11-11,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-11-12,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-11-13,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-11-14,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-11-15,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-11-16,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-11-17,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2020
2020-11-18,Detroit,LARCENY - OTHER,Theft,1,2020
2020-11-19,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-11-20,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-11-21,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-11-22,Detroit,RETAIL FRAUD - THEFT,Theft,1,2020
2020-11-23,Detroit,LARCENY - OTHER,Theft,1,2020
2020-11-24,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-11-25,Detroit,INTIMIDATION / STALKING,Assault,6,2020
2020-11-26,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2020
2020-11-27,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-11-28,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-11-29,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-11-30,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-12-01,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-12-02,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-12-03,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2020-12-04,Detroit,FRAUD - IMPERSONATION,Fraud,1,2020
2020-12-05,Detroit,WEAPONS OFFENSE - OTHER,Drug Offense,2,2020
2020-12-06,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-12-07,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-12-08,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2020
2020-12-09,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-12-10,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-12-11,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-12-12,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2020
2020-12-13,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2020
2020-12-14,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-12-15,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2020
2020-12-16,Detroit,MOTOR VEHICLE THEFT,Theft,1,2020
2020-12-17,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-12-18,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-12-19,Detroit,ROBBERY,Robbery,8,2020
2020-12-20,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-12-21,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2020
2020-12-22,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-12-23,Detroit,OBSTRUCTING POLICE,Public Order,2,2020
2020-12-24,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-12-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2020
2020-12-26,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-12-27,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2020
2020-12-28,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2020
2020-12-29,Detroit,LARCENY - OTHER,Theft,1,2020
2020-12-30,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2020
2020-12-31,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2020
2021-01-01,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-01-02,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-01-03,Detroit,OBSTRUCTING POLICE,Public Order,2,2021
2021-01-04,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-01-05,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-01-06,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-01-07,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2021
2021-01-08,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2021
2021-01-09,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2021
2021-01-10,Detroit,"ACCIDENT, HIT & RUN",Weapons,5,2021
2021-01-11,Detroit,LARCENY - OTHER,Theft,1,2021
2021-01-12,Detroit,NON-FATAL SHOOTING,Weapons,5,2021
2021-01-13,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-01-14,Detroit,DISORDERLY CONDUCT - GENERAL,Public Order,2,2021
2021-01-15,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-01-16,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-01-17,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-01-18,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-01-19,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-01-20,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-01-21,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-01-22,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-01-23,Detroit,LARCENY - OTHER,Theft,1,2021
2021-01-24,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2021
2021-01-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-01-26,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-01-27,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-01-28,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-01-29,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-01-30,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-01-31,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-02-01,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-02-02,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-02-03,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-02-04,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-02-05,Detroit,COMMERCIALIZED SEX - PROSTITUTION,Sexual Misconduct,7,2021
2021-02-06,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-02-07,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-02-08,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-02-09,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-02-10,Detroit,LARCENY - OTHER,Theft,1,2021
2021-02-11,Detroit,LARCENY - OTHER,Theft,1,2021
2021-02-12,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2021
2021-02-13,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2021
2021-02-14,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-02-15,Detroit,ROBBERY,Robbery,8,2021
2021-02-16,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-02-17,Detroit,FRAUD - IMPERSONATION,Fraud,1,2021
2021-02-18,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2021
2021-02-19,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-02-20,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-02-21,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-02-22,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2021
2021-02-23,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-02-24,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-02-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-02-26,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-02-27,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-02-28,Detroit,FRAUD BY WIRE,Fraud,1,2021
2021-03-01,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-03-02,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-03,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-03-04,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-03-05,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-03-06,Detroit,FRAUD - CREDIT CARD/AUTOMATIC TELLER MACHINE,Fraud,1,2021
2021-03-07,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-08,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-09,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-10,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-03-11,Detroit,COMMERCIALIZED SEX - PROSTITUTION,Sexual Misconduct,7,2021
2021-03-12,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-13,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-14,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-15,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-16,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-03-17,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-03-18,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-19,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-03-20,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-03-21,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-03-22,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-03-23,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-03-24,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-03-25,Detroit,RETAIL FRAUD - THEFT,Theft,1,2021
2021-03-26,Detroit,FRAUD - IDENTITY THEFT,Theft,1,2021
2021-03-27,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-03-28,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2021
2021-03-29,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-03-30,Detroit,FRAUD - IMPERSONATION,Fraud,1,2021
2021-03-31,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-04-01,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-04-02,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-04-03,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-04-04,Detroit,ROBBERY,Robbery,8,2021
2021-04-05,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-04-06,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-04-07,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-04-08,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-04-09,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2021
2021-04-10,Detroit,LARCENY - OTHER,Theft,1,2021
2021-04-11,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-04-12,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-04-13,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-04-14,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2021
2021-04-15,Detroit,INTIMIDATION / STALKING,Assault,6,2021
2021-04-16,Detroit,COMMERCIALIZED SEX - PROSTITUTION,Sexual Misconduct,7,2021
2021-04-17,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2021
2021-04-18,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2021
2021-04-19,Detroit,LARCENY - OTHER,Theft,1,2021
2021-04-20,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-04-21,Detroit,FRAUD - IDENTITY THEFT,Theft,1,2021
2021-04-22,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-04-23,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-04-24,Detroit,OBSTRUCTING JUSTICE,Public Order,2,2021
2021-04-25,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-04-26,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-04-27,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-04-28,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-04-29,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-04-30,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2021
2021-05-01,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-05-02,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-05-03,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-05-04,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-05-05,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-05-06,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-05-07,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-05-08,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-05-09,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2021
2021-05-10,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-05-11,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-05-12,Detroit,FRAUD - CREDIT CARD/AUTOMATIC TELLER MACHINE,Fraud,1,2021
2021-05-13,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2021
2021-05-14,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-05-15,Detroit,WEAPONS OFFENSE - OTHER,Drug Offense,2,2021
2021-05-16,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-05-17,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-05-18,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-05-19,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-05-20,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-05-21,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-05-22,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-05-23,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-05-24,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-05-25,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-05-26,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-05-27,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-05-28,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-05-29,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-05-30,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-05-31,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-06-01,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-06-02,Detroit,CSC 4TH DEGREE - FORCIBLE CONTACT,Public Order,2,2021
2021-06-03,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-06-04,Detroit,OBSTRUCTING POLICE,Public Order,2,2021
2021-06-05,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-06-06,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-06-07,Detroit,FRAUD - CREDIT CARD/AUTOMATIC TELLER MACHINE,Fraud,1,2021
2021-06-08,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-06-09,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-06-10,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-06-11,Detroit,FRAUD - IDENTITY THEFT,Theft,1,2021
2021-06-12,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-06-13,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2021
2021-06-14,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-06-15,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-06-16,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-06-17,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2021
2021-06-18,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-06-19,Detroit,OBSTRUCTING POLICE,Public Order,2,2021
2021-06-20,Detroit,CSC 1ST DEGREE - PENIS / VAGINA,Sexual Misconduct,7,2021
2021-06-21,Detroit,NON-FATAL SHOOTING,Weapons,5,2021
2021-06-22,Detroit,DAMAGE TO PROPERTY,Vandalism,2,2021
2021-06-23,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-06-24,Detroit,MOTOR VEHICLE THEFT,Theft,1,2021
2021-06-25,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2021
2021-06-26,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-06-27,Detroit,ENTRY WITHOUT PERMISSION (NO INTENT),Trespassing,3,2021
2021-06-28,Detroit,TRESPASS,Trespassing,3,2021
2021-06-29,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-06-30,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2021
2021-07-01,Detroit,LARCENY - OTHER,Theft,1,2021
2021-07-02,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-07-03,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-07-04,Detroit,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),Drug Offense,2,2021
2021-07-05,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-07-06,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-07-07,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-07-08,Detroit,CARJACKING,Theft,1,2021
2021-07-09,Detroit,ENTRY WITHOUT PERMISSION (NO INTENT),Trespassing,3,2021
2021-07-10,Detroit,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,Fraud,1,2021
2021-07-11,Detroit,WEAPONS OFFENSE - CONCEALED,Drug Offense,2,2021
2021-07-12,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
2021-07-13,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-07-14,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-07-15,Detroit,FRAUD - IDENTITY THEFT,Theft,1,2021
2021-07-16,Detroit,LARCENY - PERSONAL PROPERTY FROM MOTOR VEHICLE,Theft,1,2021
2021-07-17,Detroit,LARCENY - THEFT OF MOTOR VEHICLE PARTS / ACCESSORIES,Theft,1,2021
2021-07-18,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-07-19,Detroit,LARCENY - THEFT FROM BUILDING,Theft,1,2021
2021-07-20,Detroit,ASSAULT AND BATTERY/SIMPLE ASSAULT,Assault,6,2021
2021-07-21,Detroit,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),Theft,1,2021
2021-07-22,Detroit,LARCENY - OTHER,Theft,1,2021
2021-07-23,Detroit,BURGLARY - FORCED ENTRY,Burglary,4,2021
2021-07-24,Detroit,LARCENY - OTHER,Theft,1,2021
2021-07-25,Detroit,AGGRAVATED / FELONIOUS ASSAULT,Assault,6,2021
